0,1
0,2
1,3
2,4
2,5
2,6
5,7
3,8
2,9
5,10
3,11
3,12
11,13
5,14
7,15
15,16
13,17
17,18
14,19
7,20
9,21
16,22
20,23
3,24
3,25
16,26
20,27
1,28
17,29
0,30
22,31
14,32
17,33
17,34
17,35
11,36
22,37
35,38
26,39
20,40
36,41
1,42
11,43
39,44
8,45
44,46
43,47
17,48
25,49
34,50
5,51
34,52
12,53
19,54
48,55
5,56
43,57
0,58
18,59
35,60
55,61
6,62
56,63
4,64
41,65
59,66
37,67
27,68
59,69
31,70
39,71
28,72
40,73
69,74
70,75
32,76
20,77
53,78
42,79
73,80
2,81
39,82
75,83
29,84
53,85
15,86
13,87
32,88
12,89
19,90
75,91
81,92
82,93
45,94
42,95
47,96
24,97
76,98
56,99
80,100
50,101
31,102
40,103
79,104
92,105
2,106
14,107
8,108
27,109
98,110
106,111
80,112
34,113
108,114
103,115
42,116
45,117
76,118
45,119
39,120
89,121
13,122
53,123
3,124
84,125
91,126
13,127
59,128
101,129
27,130
102,131
22,132
115,133
35,134
37,135
129,136
34,137
35,138
9,139
97,140
65,141
29,142
48,143
108,144
116,145
31,146
26,147
145,148
124,149
149,150
95,151
113,152
29,153
101,154
93,155
84,156
134,157
146,158
24,159
148,160
142,161
106,162
133,163
89,164
51,165
38,166
160,167
102,168
103,169
87,170
64,171
79,172
95,173
76,174
84,175
128,176
17,177
156,178
95,179
155,180
148,181
122,182
30,183
39,184
63,185
48,186
108,187
21,188
168,189
148,190
0,191
71,192
34,193
98,194
179,195
124,196
47,197
157,198
50,199
130,200
31,201
74,202
110,203
196,204
146,205
11,206
33,207
16,208
29,209
160,210
69,211
84,212
70,213
127,214
210,215
110,216
35,217
141,218
68,219
74,220
93,221
3,222
81,223
65,224
146,225
68,226
60,227
159,228
134,229
221,230
78,231
89,232
144,233
25,234
165,235
38,236
141,237
8,238
45,239
177,240
120,241
19,242
90,243
104,244
157,245
130,246
132,247
218,248
175,249
119,250
24,251
74,252
158,253
250,254
80,255
70,256
212,257
229,258
126,259
76,260
110,261
237,262
29,263
112,264
5,265
66,266
155,267
73,268
114,269
200,270
31,271
261,272
247,273
246,274
81,275
122,276
172,277
137,278
137,279
80,280
241,281
227,282
183,283
74,284
86,285
199,286
92,287
55,288
267,289
32,290
269,291
168,292
147,293
189,294
253,295
194,296
133,297
295,298
259,299
178,300
267,301
127,302
31,303
258,304
161,305
222,306
157,307
102,308
134,309
271,310
292,311
11,312
176,313
98,314
142,315
9,316
265,317
178,318
157,319
91,320
269,321
117,322
208,323
190,324
81,325
192,326
282,327
170,328
125,329
162,330
307,331
57,332
161,333
129,334
280,335
330,336
255,337
270,338
203,339
302,340
111,341
128,342
119,343
271,344
6,345
250,346
199,347
69,348
131,349
67,350
70,351
214,352
297,353
119,354
88,355
4,356
83,357
276,358
76,359
262,360
294,361
25,362
104,363
290,364
336,365
76,366
106,367
163,368
173,369
10,370
57,371
368,372
150,373
32,374
134,375
160,376
374,377
354,378
52,379
200,380
229,381
354,382
320,383
186,384
198,385
29,386
139,387
43,388
253,389
367,390
111,391
314,392
194,393
311,394
282,395
168,396
51,397
266,398
42,399
272,400
258,401
167,402
196,403
217,404
179,405
105,406
65,407
58,408
162,409
223,410
11,411
46,412
98,413
211,414
174,415
253,416
19,417
356,418
391,419
295,420
11,421
159,422
235,423
416,424
305,425
192,426
182,427
380,428
253,429
12,430
307,431
38,432
228,433
279,434
329,435
420,436
409,437
437,438
58,439
346,440
159,441
135,442
178,443
348,444
159,445
61,446
399,447
146,448
264,449
387,450
138,451
439,452
289,453
115,454
441,455
69,456
439,457
453,458
317,459
66,460
459,461
180,462
175,463
247,464
140,465
386,466
226,467
226,468
321,469
139,470
45,471
82,472
388,473
31,474
90,475
382,476
167,477
458,478
91,479
269,480
18,481
434,482
406,483
144,484
138,485
369,486
247,487
430,488
483,489
377,490
0,491
177,492
33,493
78,494
339,495
297,496
134,497
162,498
204,499
295,500
318,501
469,502
43,503
384,504
409,505
383,506
385,507
108,508
149,509
200,510
348,511
310,512
466,513
238,514
308,515
54,516
122,517
79,518
518,519
406,520
180,521
130,522
461,523
306,524
405,525
416,526
239,527
126,528
499,529
207,530
25,531
22,532
192,533
447,534
216,535
503,536
483,537
515,538
359,539
357,540
351,541
298,542
341,543
293,544
112,545
460,546
187,547
416,548
363,549
107,550
442,551
377,552
386,553
233,554
486,555
464,556
530,557
264,558
443,559
252,560
436,561
180,562
520,563
272,564
302,565
279,566
526,567
355,568
380,569
419,570
12,571
486,572
308,573
429,574
295,575
106,576
133,577
37,578
537,579
275,580
370,581
399,582
67,583
67,584
481,585
4,586
317,587
40,588
270,589
416,590
88,591
118,592
310,593
247,594
127,595
381,596
309,597
139,598
550,599
400,600
231,601
423,602
87,603
578,604
183,605
327,606
514,607
294,608
431,609
546,610
76,611
158,612
496,613
64,614
55,615
568,616
344,617
92,618
372,619
150,620
238,621
339,622
371,623
80,624
534,625
533,626
336,627
393,628
200,629
446,630
148,631
10,632
516,633
434,634
161,635
530,636
292,637
511,638
58,639
172,640
564,641
509,642
469,643
294,644
593,645
199,646
493,647
333,648
605,649
399,650
244,651
286,652
541,653
397,654
29,655
143,656
155,657
229,658
149,659
535,660
149,661
96,662
213,663
22,664
119,665
80,666
598,667
310,668
485,669
51,670
481,671
592,672
139,673
109,674
587,675
351,676
547,677
310,678
371,679
668,680
177,681
1,682
481,683
227,684
374,685
312,686
555,687
53,688
569,689
402,690
572,691
455,692
444,693
123,694
272,695
463,696
560,697
290,698
516,699
138,700
477,701
435,702
23,703
166,704
134,705
551,706
298,707
705,708
442,709
434,710
258,711
403,712
216,713
285,714
225,715
254,716
599,717
603,718
668,719
680,720
693,721
247,722
334,723
11,724
166,725
367,726
61,727
440,728
49,729
451,730
581,731
89,732
234,733
354,734
445,735
610,736
651,737
580,738
304,739
579,740
545,741
80,742
578,743
365,744
222,745
69,746
158,747
266,748
366,749
225,750
676,751
651,752
593,753
190,754
127,755
273,756
181,757
330,758
742,759
423,760
124,761
700,762
465,763
260,764
330,765
522,766
668,767
312,768
328,769
93,770
322,771
742,772
758,773
718,774
331,775
694,776
270,777
181,778
409,779
108,780
498,781
558,782
332,783
114,784
759,785
362,786
31,787
89,788
88,789
630,790
16,791
639,792
299,793
586,794
327,795
522,796
300,797
530,798
32,799
157,800
52,801
112,802
771,803
445,804
568,805
783,806
513,807
386,808
113,809
772,810
371,811
356,812
345,813
683,814
411,815
145,816
153,817
816,818
431,819
697,820
262,821
754,822
762,823
109,824
340,825
165,826
229,827
544,828
392,829
241,830
294,831
516,832
216,833
770,834
526,835
121,836
554,837
814,838
172,839
478,840
419,841
643,842
399,843
725,844
464,845
776,846
442,847
796,848
825,849
362,850
365,851
50,852
123,853
226,854
369,855
395,856
392,857
778,858
401,859
786,860
613,861
737,862
155,863
545,864
864,865
671,866
675,867
410,868
604,869
453,870
636,871
332,872
841,873
256,874
678,875
84,876
